"date_mdy","journal_entry","location","year","month","longitude","latitude"
1877-06-01,"Calm all the forenoon got of one scow load of wood finished loading. Got underway in the afternoon and went to Bar Harbor after a Main sail for the Sea Flower","Bar Harbor",1877,6,-68.212219,44.387699
1877-12-29,"The wind Northwest and very warm and pleasant for the time of year the Thermometer at 41° above 0 work about home. cutting wood &c.","Winter Harbor",1877,12,-68.09811741,44.39116851
1878-01-03,"The wind Northerly fresh breeze in morning Thermometer 8° above zero. and at 9 oclock in the evening it was down to 0 Work at the door cutting wood Went to a religious meeting in Evening","Winter Harbor",1878,1,-68.09811741,44.39116851
1878-01-19,"The wind Westerly Thermometer from 32° to 38 above zero. Work about home cutting wood. Putting up stove in office making an handle &e Recieved letter from S L Tracy.","Winter Harbor",1878,1,-68.09811741,44.39116851
1878-12-09,"Calm all day with the exception of a light air westerly Thermometer 30 Went to West Gouldsboro with mail. Wrote letter and reg it to Messrs M Gallant & Co. at night went in the woods and hauled out one load of wood on wheels","West Gouldsboro",1878,12,-68.09937127,44.46922347
1878-12-09,"Calm all day with the exception of a light air westerly Thermometer 30 Went to West Gouldsboro with mail. Wrote letter and reg it to Messrs M Gallant & Co. at night went in the woods and hauled out one load of wood on wheels","Winter Harbor",1878,12,-68.09811741,44.39116851
1878-12-18,"The wind North West Thermometer 25 degrees repaid my boat hauled one of load of wood home from J.F. Kingsleys.","Winter Harbor",1878,12,-68.09811741,44.39116851
1879-01-08,"The wind Southerly. in morning hauled around Westerly with snow squalls with the thermometer 30° went in the woods up. river and got one load of wood home Went back I comming home brake down","Winter Harbor",1879,1,-68.09811741,44.39116851
1879-01-09,"Calm all the forenoon Thermometer 28° above 0 Repaired the sled in the forenoon and in ther afternoon hauled one load of wood out of the woods and the other load that was left on the way. Reed letter from C. C. Burrill","Winter Harbor",1879,1,-68.09811741,44.39116851
1879-01-14,"The wind Westerly and moderate Thermometer 32 degree above zero. Went up river and got on load of wood","Winter Harbor",1879,1,-68.09811741,44.39116851
1879-01-16,"The wind North East Thermometer 2 1/2 degrees blow zero. snow moderate all day went up stram and hauled two loads of wood with my horse","Winter Harbor",1879,1,-68.09811741,44.39116851
1879-01-18,"The wind Southerly in the forenoon $ snowy very damp the Thermometer 35 degrees above zero. Carried J.G. Hall to Hammonds Corner. Cleared up in the afternoon went up the stream and got one load of wood.","Winter Harbor",1879,1,-68.09811741,44.39116851
1879-01-22,"The wind North West Thermometer 23 above work about home cutting wood. Could not get in the woods for the quantity of snow. full","Winter Harbor",1879,1,-68.09811741,44.39116851
1879-02-04,"The wind Westerly Thermometer 2 at hauled two loads of wood down the stream and home","Winter Harbor",1879,2,-68.09811741,44.39116851
1879-02-05,"The wind very moderate Westerly Thermometer 28 above. Hauled two loads of wood down the River. with my horse. Went to Birch Harbor in the evening & Lyceum took over 9 on sled. The Luestion for debate Resolve. that money has more Influence then Cainsain.","Winter Harbor",1879,2,-68.09811741,44.39116851
1879-02-05,"The wind very moderate Westerly Thermometer 28 above. Hauled two loads of wood down the River. with my horse. Went to Birch Harbor in the evening & Lyceum took over 9 on sled. The Luestion for debate Resolve. that money has more Influence then Cainsain.","Birch Harbor",1879,2,-68.0398754,44.3893677
1879-02-05,"The wind very moderate Westerly Thermometer 28 above. Hauled two loads of wood down the River. with my horse. Went to Birch Harbor in the evening & Lyceum took over 9 on sled. The Luestion for debate Resolve. that money has more Influence then Cainsain.","Winter Harbor",1879,2,-68.09811741,44.39116851
1879-02-06,"The wind Westerly Thermometer 28 above to 34 above. Hauled one load of wood home. Filed Wood saw for Augustus Dodge","Winter Harbor",1879,2,-68.09811741,44.39116851
1879-02-08,"The wind north West The Thermometer 18 above Went up the stream Cutting wood. Agreed to give one weeks labor in building a wharf at South Gouldsboro","Winter Harbor",1879,2,-68.09811741,44.39116851
1879-02-11,"The wind Southerly Thermometer 38 above zero. Hauled two loads of wood to the upperdarn and one load home. at night heavy rain.","Winter Harbor",1879,2,-68.09811741,44.39116851
1879-02-13,"Let the mail Route to Leonard Bunker The wind Westerly. Thermometer 18 degrees above work in forenoon cutting wood. And in the afternoon started for East Sullivan Exhibition brok one of the shafts and came back home.","Winter Harbor",1879,2,-68.09811741,44.39116851
1879-02-22,"The wind North Thermometer 14 above zero. hauled one load of wood for Geo Gerrish.","Winter Harbor",1879,2,-68.09811741,44.39116851
1879-02-24,"The wind Westerly Thermometer 20 above wrote letters to Portland Transcript Ellsworth Arrived Town Clerk. Mary Stanley E.S.Stevens of Ellsworth Hauled two loads of wood from upper damn.","Winter Harbor",1879,2,-68.09811741,44.39116851
1879-02-28,"The wind Northerly thermometer down to zero. Hauled two loads of wood for my self and one for Capt Peleg Tracy","Winter Harbor",1879,2,-68.09811741,44.39116851
1879-03-05,"Calm in the morning Thermometer 36 in shade snow melting very fast Hauled two loads of wood from Henry Sargents in the forenoon. and in the afternoon work for Wm Guptill on house Wind North west growing cold at night freezing","Winter Harbor",1879,3,-68.09811741,44.39116851
1879-03-08,"The wind North Thermometer 18 above zero. Hauled one load of wood for Peleg Tracy work one fourth day for Wm Guptill on house.","Winter Harbor",1879,3,-68.09811741,44.39116851
1879-03-20,"The wind Westerly Thermometer 32 degrees Sent Postal to S.W.Libly Reed letter from Wm Viall work about home cutting wood at the door the sleighing good","Winter Harbor",1879,3,-68.09811741,44.39116851
1879-03-31,"The wind North East Thermometer 36 degrees hauled one load of wood out the woods near Mr Dodge's alongside of the road and in the afternoon it rained hard. wrote letter to Red of deeds Postal to Mssrs Sloan &Co","Winter Harbor",1879,3,-68.09811741,44.39116851
1879-05-01,"The wind Southerly and apart of the day foggy. Work most all day cutting wood at the door Thermometer 48 degrees at noon","Winter Harbor",1879,5,-68.09811741,44.39116851
1879-05-07,"The wind North West Thermometer 50 fresh breeze Sent to Steuben after Dr. Moore for Capt Handy and he came in the evening. Work about home apart of the day cutting wood.","Winter Harbor",1879,5,-68.09811741,44.39116851
1879-05-07,"The wind North West Thermometer 50 fresh breeze Sent to Steuben after Dr. Moore for Capt Handy and he came in the evening. Work about home apart of the day cutting wood.","Steuben",1879,5,-67.961732,44.505209
1879-05-07,"The wind North West Thermometer 50 fresh breeze Sent to Steuben after Dr. Moore for Capt Handy and he came in the evening. Work about home apart of the day cutting wood.","Winter Harbor",1879,5,-68.09811741,44.39116851
1879-11-06,"The wind Easterly In the morning the Thermometer down to 20 and gradually went up to 40 degrees. Went down on the Southern part of Turtle Island and got 2 boat loads of wood. In the afternoon thick with snow.","Turtle Island",1879,11,-70.03422,44.43423
1880-01-29,"The wind North West Thermometer 20 above. hauled one load of wood on home lot.","Winter Harbor",1880,1,-68.09811741,44.39116851
1880-02-04,"The wind North West Thermometer 22 above Went in the woods and got one load of wood. Reed Card from the Bangor Commercial.","Winter Harbor",1880,2,-68.09811741,44.39116851
1880-02-12,"The wind South East. and snowing in the morning Went in the woods and got one load of wood at 10 AM heavy rain and spoiled the sleding Thermometer 37°","Winter Harbor",1880,2,-68.09811741,44.39116851
1880-03-12,"The wind North East in the morning and snowing untill noon hauled one of wood for myself on wheels. at noon. wind westerly and the Thermometer 20 above.","Winter Harbor",1880,3,-68.09811741,44.39116851
1880-04-13,"The wind North East in morning South West in afternoon. Work all day about home cutting wood had a pump put in the well Thermometer 35 degrees","Winter Harbor",1880,4,-68.09811741,44.39116851
1882-09-02,"Wind Southerly Got a part of a scow load of wood at dark","Franklin",1882,9,-68.225999096,44.585497658
1882-09-06,"Moderate Northerly in the morning and southerly wind in the afternoon. did not have any scow load of wood to day but stoved up the word that was brought of last night","Franklin",1882,9,-68.225999096,44.585497658
1885-02-27,"Moderate Easterly wind fair weather About home all day cutting wood at the door. The Singing school closed to day.","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-03-04,"Wind SouthEasterly and apart ofthe day snowy. Work all day in the shop putting ladder together for G.W.Tracy filing saws and cutting wood In evening went to Masonic meeting at the Hall","Winter Harbor",1885,3,-68.09811741,44.39116851
