"date_mdy","journal_entry","location","year","month","longitude","latitude"
1874-08-22,"The wind Northerly hunted all day for freight took up at night to go to Boston wrote letter to James Staples Lubec for a freight","Calais",1874,8,-67.282753,45.188042
1874-08-22,"The wind Northerly hunted all day for freight took up at night to go to Boston wrote letter to James Staples Lubec for a freight","Boston",1874,8,-71.057083,42.361145
1874-08-23,"The wind N. W. very moderate and pleasant wrote letter home and one to Capt. Thomas Bunker","Boston",1874,8,-71.057083,42.361145
1874-09-02,"The wind Northerly got in home at 2 AM came out at one PM went through Western wayat sunset and anchored in outer Bass Harbor at 12 oclock at night perfectly calm wrote letter toBangor","Schoodic Peninsula",1874,9,-68.068335,44.335923
1874-09-02,"The wind Northerly got in home at 2 AM came out at one PM went through Western wayat sunset and anchored in outer Bass Harbor at 12 oclock at night perfectly calm wrote letter toBangor","Winter Harbor",1874,9,-68.09811741,44.39116851
1874-09-02,"The wind Northerly got in home at 2 AM came out at one PM went through Western wayat sunset and anchored in outer Bass Harbor at 12 oclock at night perfectly calm wrote letter toBangor","Bass Harbor",1874,9,-68.34644791,44.23879938
1874-10-06,"The wind West by South abrest of Baker's Island at day light. got into Boston at 4 pm. wrote letter home","Baker Island",1874,10,-68.1924325636,44.2382157138
1874-10-06,"The wind West by South abrest of Baker's Island at day light. got into Boston at 4 pm. wrote letter home","Boston",1874,10,-71.057083,42.361145
1874-10-14,"The wind Northerly went to West Gouldsboro and East sullivan after a load of wood and to settle with James Doyle for a load carried to Boston. wrote letter to E. H. Wallace","Winter Harbor",1874,10,-68.09811741,44.39116851
1874-10-14,"The wind Northerly went to West Gouldsboro and East sullivan after a load of wood and to settle with James Doyle for a load carried to Boston. wrote letter to E. H. Wallace","West Gouldsboro",1874,10,-68.09937127,44.46922347
1874-10-14,"The wind Northerly went to West Gouldsboro and East sullivan after a load of wood and to settle with James Doyle for a load carried to Boston. wrote letter to E. H. Wallace","Winter Harbor",1874,10,-68.09811741,44.39116851
1874-10-26,"The wind South West and foggy made decoys for Geo Gerrish and dug potatoes wrote letter to Thomas Bunker.","Winter Harbor",1874,10,-68.09811741,44.39116851
1874-10-27,"The wind Southerly and foggy bought a stick of Win Rand to make a flying jib boom in forenoon and went to work making it with J. f. Kingsley in afternoon wrote letters to Robt Miles and Nickerson and Rideout","Winter Harbor",1874,10,-68.09811741,44.39116851
1874-11-09,"Very moderate all day with the wind Westerly worked on vessel wrote letter to the Hancock Co Pub Co.","Winter Harbor",1874,11,-68.09811741,44.39116851
1874-11-24,"The wind West heavy blow hauled into David Ames wharf and sold deckload and discharged it. wrote letter home","Rockland",1874,11,-69.10869077,44.1041007
1874-12-08,"The wind North and overcast. got under way in morning for home arrived at 9 am. got water and provision on board and got ready to go to Rockland wrote letter to Thomas Bunker","Stave Island",1874,12,-70.0875475,43.7159161
1874-12-08,"The wind North and overcast. got under way in morning for home arrived at 9 am. got water and provision on board and got ready to go to Rockland wrote letter to Thomas Bunker","Winter Harbor",1874,12,-68.09811741,44.39116851
1875-01-05,"The wind North East wrote letter to the Secretary of Narraguagus Lodge got the Sea Flower underway and went to South West Harbor and landed freight hauled away from wharf at dark.","Winter Harbor",1875,1,-68.09811741,44.39116851
1875-01-05,"The wind North East wrote letter to the Secretary of Narraguagus Lodge got the Sea Flower underway and went to South West Harbor and landed freight hauled away from wharf at dark.","Southwest Harbor",1875,1,-68.324276961999,44.2792004289633
1875-01-05,"The wind North East wrote letter to the Secretary of Narraguagus Lodge got the Sea Flower underway and went to South West Harbor and landed freight hauled away from wharf at dark.","Winter Harbor",1875,1,-68.09811741,44.39116851
1875-01-07,"The wind North East very moderate all day with snow wrote letters to Hancock Co Pub Co and Thomas Bunker work in shop.","Winter Harbor",1875,1,-68.09811741,44.39116851
1875-01-09,"The wind N. East in morning snowing S.S.E. in afternoon settled account with Capt Thomas Hammond Schr Amulet. wrote letters to Sec of Continental Life Ins Co. Hartford David Tyler Deer Isle. and J. A. Pilsbury of Bucksport W. H. Pilsbury","Winter Harbor",1875,1,-68.09811741,44.39116851
1875-01-11,"The wind Westerly moderate wrote letter to Benj. Kittridge work in shop","Winter Harbor",1875,1,-68.09811741,44.39116851
1875-01-26,"The wind North West work in shop recd letter from Benj. Kittridge wrote letter to W. B. McCrate.","Winter Harbor",1875,1,-68.09811741,44.39116851
1875-01-28,"The wind westerly moderate wrote letters to Benj Kittridge and Aiken and Co Sent Signals bills to Aiken and Co. Ellsworth","Winter Harbor",1875,1,-68.09811741,44.39116851
1875-02-06,"The wind Westerly work in shop wrote letter to H. D. Coombs and recd letter from H. D. Coombs","Winter Harbor",1875,2,-68.09811741,44.39116851
1875-02-09,"The wind Northerly wrote letters to Ellsworth American Benj. Kittridge and sent Papers of Amulets and Signal to Benj Kittridge also a statement of the Amulets account for the year ending 1874","Winter Harbor",1875,2,-68.09811741,44.39116851
1875-02-23,"The wind very moderate South West and very warm snow melts fast.  wrote letter to Thomas Bunker recd one from Benj. Kittridge. work in shop","Winter Harbor",1875,2,-68.09811741,44.39116851
1875-02-24,"The wind South Easterly and rainy work in shop. Finished the Black Warior's wheel wrote letter to Benj. Kittridge.","Winter Harbor",1875,2,-68.09811741,44.39116851
1875-03-06,"The wind Easterly and pleasant. wrote letter to Caroline Blaisdell. work in shop","Winter Harbor",1875,3,-68.09811741,44.39116851
1875-03-09,"Calm in morning wrote letter to Thomas Bunker work in the fore noon on the Harps cabbin In the afternoon the wind South East painted inside of dora in shop","Winter Harbor",1875,3,-68.09811741,44.39116851
1875-03-15,"The wind Easterly and misty. took the new dora out the shop and took her to the shore Wrote letter to Benj. Kittridge","Winter Harbor",1875,3,-68.09811741,44.39116851
1875-03-23,"The wind N. N. East wrote letters to Secreraty of Treasury in the afternoon the wind out Southerly worked on the Harp recd letter from Benj. Kittridge","Winter Harbor",1875,3,-68.09811741,44.39116851
1875-03-30,"The wind Westerly in forenoon work on Henriettas cabbin and gangway Southerly wind in afternoon wrote letter to C. C. Burrill","Winter Harbor",1875,3,-68.09811741,44.39116851
1875-04-01,"The wind Southerly work for J. M. Sargent on Schr Henrietta wrote letter to Benj. Kittidge.","Winter Harbor",1875,4,-68.09811741,44.39116851
1875-04-05,"The wind North East rainy all day untill about sunset. the wind hauling to the North. wrote letters to Thomas Bunker Register of Probate Caroline Blaisdell and Saml. Libby","Winter Harbor",1875,4,-68.09811741,44.39116851
1875-04-08,"calm in morning wrote letter to Penobscot Ins Co at 9 AM moderate South West Wind left home for Calais kept of by schoodic at 2 PM passed Red Head at dark and Little River light at 12 midnight the wind hauled to the North went into Little River","Winter Harbor",1875,4,-68.09811741,44.39116851
1875-04-08,"calm in morning wrote letter to Penobscot Ins Co at 9 AM moderate South West Wind left home for Calais kept of by schoodic at 2 PM passed Red Head at dark and Little River light at 12 midnight the wind hauled to the North went into Little River","Little River",1875,4,-67.2021180472245,44.6526698980649
1875-04-13,"The wind N. E. to South. laid at anchor below the Ledge untill 2 oclock very large cakes comming down got underway at 2 PM. sailed through the drift ice and went up to the wharf in Calais wrote letter home","Calais",1875,4,-67.282753,45.188042
1875-05-13,"The wind westerly and pleasant set up rigging and mending sails towed into the wharf in Charlestown to discharge coal wrote letter home recd one from home","Boston",1875,5,-71.057083,42.361145
1875-05-24,"The wind North W. work on vessel in forenoon and towed to Calais in afternoon. on bent the old foresail and got ready to commence loading. wrote letter home","Calais",1875,5,-67.282753,45.188042
1875-07-13,"The wind Southerly and foggy work in garden. wrote letters to James Chillcot and Secretary of Treasury D.C.","Winter Harbor",1875,7,-68.09811741,44.39116851
1875-07-15,"The wind Southerly and foggy Work in Garden. wrote letters to Josiah Smallidge and Eunice Kingsley","Winter Harbor",1875,7,-68.09811741,44.39116851
1875-07-22,"The wind Southerly and foggy. wrote letters to Mary Am. Rosebrook work in shop","Winter Harbor",1875,7,-68.09811741,44.39116851
1875-08-23,"The wind Northerly fine breeze. work for J. F. Kingsley haying all day wrote letter to C Stevens Esqr and Hancock Co pub Co.","Winter Harbor",1875,8,-68.09811741,44.39116851
1875-10-28,"The wind S.W. towed in to the dock in Brooklyn wrote letter home.","Brooklyn",1875,10,-73.949997,40.650002
1875-10-29,"The wind Easterly and very warm wrote letter home went up town & bought a lot of Carpenters tools","Brooklyn",1875,10,-73.949997,40.650002
1875-10-31,"The wind West and cold Went to Plymouth Church Preaching by H.W. Beecker wrote letters home and J.F. Kingsley & A Smallidge","Brooklyn",1875,10,-73.949997,40.650002
1875-11-03,"The wind Westerly Stevedores Took out ballast wrote letter to Freeman Tracy","Brooklyn",1875,11,-73.949997,40.650002
1876-01-26,"The wind Easterly wrote letter to J.H.S. and Galen Smith. Went to Hospital and got fingers done up","Leghorn",1876,1,10.3080108,43.551876
1876-02-13,"Wrote letter home from the Hospital","Leghorn",1876,2,10.3080108,43.551876
1876-06-11,"The wind Easterly fresh breeze anchored in Baracoa at 8 AM moored stern. wrote letter home","Baracoa",1876,6,-74.49675,20.34659
1876-06-18,"The wind variable wrote letter home","Baracoa",1876,6,-74.49675,20.34659
1876-06-25,"The wind Southerly wrote letter home","Baracoa",1876,6,-74.49675,20.34659
1876-10-12,"The wind Westerly and pleasant Case of Mr. Biryen O.S. Mr. verdict in favor of defendent. Wiswell & Wiswell for plaintiff & Hale & Emery for defendent. Wrote letter home","Ellsworth",1876,10,-68.42420475,44.54105229
1876-10-15,"The wind North North East. moderate snow storm call day First Snow for the Season wrote letter home.","Ellsworth",1876,10,-68.42420475,44.54105229
1876-11-14,"The wind Northerly wrote letter to E.V. Lynam worked apart of the forenoon for C. J.Guflill","Winter Harbor",1876,11,-68.09811741,44.39116851
1876-11-17,"The wind moderate N.E. in forenoon Calm in afternoon Worked one half day on G.W. Tracy's out buildings wrote letter to Wiswell& Wiswell","Winter Harbor",1876,11,-68.09811741,44.39116851
1876-12-07,"The wind Westerly work in the afternoon for G.W. Tracy. wrote letter to Josiah Smallidge. and Hancock Citizen","Winter Harbor",1876,12,-68.09811741,44.39116851
1877-01-27,"The wind moderate all day Southerly wrote letter to Charles Peter Bangor. work in shop making Closet for W.M Pendleton","Winter Harbor",1877,1,-68.09811741,44.39116851
1877-01-30,"The wind North West wrote letter to Capt Thomas Bunker work in shop mending furniture met for rehearsal at G. W. Tracys store.","Winter Harbor",1877,1,-68.09811741,44.39116851
1877-02-22,"The wind Southerly work in forenoon of the Hall. In the afternoon work at home put shoe on boats put. Wrote letter to N.H.Higgins Jr.","Winter Harbor",1877,2,-68.09811741,44.39116851
1877-03-13,"The wind Easterly snowy in forenoon wrote letter to F Haines Biddeford. Maine Went to the Hall and got My costume and Exhibition furniture","Winter Harbor",1877,3,-68.09811741,44.39116851
1877-07-26,"The wind Easterly and Rainy. wrote letters to Capt Thomas Bunker and J.T. Wallace Jr. Went to Prospect Harbor and took up note of $100. of H.D. Coombs","Prospect Harbor",1877,7,-68.02456023,44.41062098
1877-10-22,"The wind North East and heavy rain all day. work about the house. Wrote letter to E.C.Smith Boston & E. V. Lynman Long Pong","Winter Harbor",1877,10,-68.09811741,44.39116851
1877-10-25,"The wind North East and snowy. all day wrote letter to Mijsrs Maymard Gough &Co. work all day in house painting furniture Received letter from Curtis Stevens","Winter Harbor",1877,10,-68.09811741,44.39116851
1877-10-27,"The wind North West. wrote letter to C.C. Burril work in the house cleaning up","Winter Harbor",1877,10,-68.09811741,44.39116851
1877-10-30,"The wind Northerly and clear. took the Gtage to West Gouldsboro and came home Wrote letter to C.C. Burril Ellsworth","West Gouldsboro",1877,10,-68.09937127,44.46922347
1877-11-06,"The wind N.N.West. wrote letter to J. A Milliken Cherryfield. Work hauling stone around the house. reed letters from Thomas Bunker Cranberry Isles. And C C Burril at Ellsworth.","Winter Harbor",1877,11,-68.09811741,44.39116851
1877-11-12,"The wind Northerly wrote letters to Stephen Southard Thomas Bunker & Mejsrs S Le Muney &Co. went to Ellsworth with L. G. Cranes horse after money got $500.","Ellsworth",1877,11,-68.42420475,44.54105229
1877-11-15,"The wind Southerly fresh breeze. wrote letter to Curtis Stevens Mejsrs M Gallent. and H. D. Coombs. work about home.","Winter Harbor",1877,11,-68.09811741,44.39116851
1878-01-09,"The wind Northerly and moderate snowy all the fore noon Thermometer at 25° above zero work apart of the day for J D Harrington Wrote letters to Thomas Bunker & CC Burrill + postal card to F. Haines Biddeford","Winter Harbor",1878,1,-68.09811741,44.39116851
1878-01-17,"The wind North West The Thermometer from 0 to 6 above. Wrote letter to C C Burrill Finished planning & painting floor for G. W. Tracy.","Winter Harbor",1878,1,-68.09811741,44.39116851
1878-01-22,"The wind Southerly moderate rain storm all day Thermometer 38 degrees above zero Wrote letter to S. L. Tracy made cupboard for J D Harrington","Winter Harbor",1878,1,-68.09811741,44.39116851
1878-01-31,"Calm all day, The Thermometer 2 degrees above in the morning Wrote letter to the Penobscot Mutual Fire Ins Co of Bangor. Work in the house making liba Recd letter from Capt E. V. Lynam. Long pond. Went to a religious meeting in the Evening.","Winter Harbor",1878,1,-68.09811741,44.39116851
1878-02-05,"The wind Northerly + moderate Thermometer from 28 degrees to 35 above zero. Wrote letter to H.D. Coombs Augusta for a commission as Justice of the Peace. Helped J.K. Kingsley shingle the roof of his ice house Recd letter from Penobscot Mutual Fire Ins Co.","Winter Harbor",1878,2,-68.09811741,44.39116851
1878-02-07,"Calm all day Thermometer at 44 degrees above zero. Wrote letter to C C Burrill Cut wood at the door Went to Dick Martz. Exhibition in evening","Winter Harbor",1878,2,-68.09811741,44.39116851
1878-02-12,"The wind West Thermometer at 20 degrees above zero. Wrote letters to American Office Ellsworth and Penobscot Mutual Fire Ins Co Went on sail in yatcht Water Lily Capt R Pendeleton Rect letter from C.C. Burrill","Winter Harbor",1878,2,-68.09811741,44.39116851
1878-02-19,"The wind North West Thermometer at 20 above zero Wrote letters to A J Baker M.D. Postal Cards to N.H. Higgins and Galen H Smith.","Winter Harbor",1878,2,-68.09811741,44.39116851
1878-02-26,"The wind North West. Thermometer 34 degrees above zero. Registered letter to Treasurer of State of Maine for a commission as justice of the Peace. wrote letter to R. Fickett + Son Mulbridge Recd letter from H.D. Coombs Postal card from Lizzie May","Winter Harbor",1878,2,-68.09811741,44.39116851
1878-03-02,"The wind Southerly Thermometer 32 above Work all day for Wm Handy splicing Sea Pigeons mainmast Wrote letters to Myses Maynard Gough & Co & R Fickett + Sons. Recd commission from the State as justice of the peace.","Winter Harbor",1878,3,-68.09811741,44.39116851
1878-03-09,"The wind Moderate N.W. Thermometer 48 degrees above 0  Wrote letter to Messes Maynard Gough + Co. Worked a part of the day in J.F. Kingsleys shop on a boat building for my self.","Winter Harbor",1878,3,-68.09811741,44.39116851
1878-03-21,"Wrote letter to E.W. Cleaves The wind North West Thermometer 18 above Went to West Gouldsboro. and took the stage & Went to Ellsworth after money got $100 of C C Burrill Was qualified as justice of the peace","West Gouldsboro",1878,3,-68.09937127,44.46922347
1878-03-21,"Wrote letter to E.W. Cleaves The wind North West Thermometer 18 above Went to West Gouldsboro. and took the stage & Went to Ellsworth after money got $100 of C C Burrill Was qualified as justice of the peace","Ellsworth",1878,3,-68.42420475,44.54105229
1878-03-26,"The wind West. Thermometer 36° degrees attended the funeral of Mrs. Lucinda Hammond Wrote letter to Freeland Rosebrook Recd letter from Chas Shaw Recd letter heads & envelopes printed from the American Office","Winter Harbor",1878,3,-68.09811741,44.39116851
1878-03-28,"The wind Easterly Thermometer 36° Wrote letters to Myses M Gallant &Co Henry Benson Chas Shaw & Geo Westcott Eldridge & Perry Commenced planking boat for my self","Winter Harbor",1878,3,-68.09811741,44.39116851
1878-03-30,"The wind N.N. East. and Snowy all day. Thermometer 33 above wrote letters to S.C. Forsaith","Winter Harbor",1878,3,-68.09811741,44.39116851
1878-04-02,"The wind Northerly and overcast Thermometer 34° above Wrote letter to Myses. R Fickett + Sons. Work all day on Pile driver for Gerrish and Tracy. Recd letter from Eldridge & Perry. Alice Tracy died about midnight","Winter Harbor",1878,4,-68.09811741,44.39116851
1878-04-05,"The wind North East. and rainy and rainy all day. Thermometer 38° Finished Pile driver for Gerrish Tracy &Co. Wrote letter to Bertha Smallidge","Winter Harbor",1878,4,-68.09811741,44.39116851
1878-04-06,"The wind N.N.East. Thermometer 36° Wrote letters to Reg of deeds Mysrs Cobb Wight & Norton Work about home.","Winter Harbor",1878,4,-68.09811741,44.39116851
