"date_mdy","journal_entry","location","year","month","longitude","latitude"
1885-02-09,"Wind NorthWest in forenoon and Calm in afternoon Work in shop making picture frame and mending chairs. In evening went to Singing school. at 9 PM wind Easterly.","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-10,"Wind East South East and a gale with terrific rain all day","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-11,"Wind SouthWest Sold one halfton hay to J J Roberts In the evening went to the Masonic meeting at the Hall","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-12,"Wind NorthWest about home all day not engaged in any particular business.","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-13,"Wind North NorthWest about home all day","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-14,"Wind NorthEast and fine weather work in shop turning troll roller for R.M. Trorry and some posts for Wm Fernalds vessels quarter sail.","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-15,"Wind North North East In the morning a little snowy the remainder of the day pleasant.","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-16,"Wind Easterly and increased to a gale Went to Millredge","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-19,"Wind NorthWest Went to a religious meeting at the Hall","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-20,"Wind from West to West SouthWest built sheeprack in the Barn for Jennie Kingsley In evening went to Singing School","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-21,"Wind NorthWest Not buisy in any thing in particular","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-22,"Very light air NorthWest in the forenoon. The sleighing good as can be.","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-23,"Wind NorthWest Turned stairpost for Winslow Joy.","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-24,"Wind NorthWest and moderate having fire wood hauled.","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-25,"Wind Moderate and very warm. recd company all the forenoon. and in the after noon went to a town caucus at the Hall and in the evening went to the Masonic Lodge.","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-26,"Calm in forenoon Went to Franklin with N.A.Bickford and with J S Surgents horse to see about a load for the Chromo when the ice is out came home in the after noon Wind SouthWest stoped to tea and the evening with my wipe at Capt A J Gerrish and Wipes","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-27,"Moderate Easterly wind fair weather About home all day cutting wood at the door. The Singing school closed to day.","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-02-28,"Wind Northerly in forenoon SouthWest in afternoon but wood in forenoon at the door and in the afternoon wrote deed from Ira B Zross to Roderic Pendleton","Winter Harbor",1885,2,-68.09811741,44.39116851
1885-03-01,"Wind Southerly snowy in morning and rainy in the afternoon Lent Loring Rand $6.00 for fefteen days.","Winter Harbor",1885,3,-68.09811741,44.39116851
1885-03-02,"Wind Southerly and raining hard in the morning at 8 AM cleared up and went to Town meeting and Elected Town Officers.","Winter Harbor",1885,3,-68.09811741,44.39116851
1885-03-04,"Wind SouthEasterly and apart ofthe day snowy. Work all day in the shop putting ladder together for G.W.Tracy filing saws and cutting wood In evening went to Masonic meeting at the Hall","Winter Harbor",1885,3,-68.09811741,44.39116851
1885-03-05,"Calm all day work in shop turning stair posts and balusters for Winslow Joy In the Evening went to a Masquerade ball at the Hall","Winter Harbor",1885,3,-68.09811741,44.39116851
1885-03-06,"Wind North West and moderate. Recd company all day from Franklin and other places. did not work in shop","Winter Harbor",1885,3,-68.09811741,44.39116851
1885-03-07,"Wind East North East Went on Grindstone point with Nicholas Bunker hunting foxes with a hound got none. In the afternoon helped Mr Farrows of Rockland take the Mlasure of the Sch Chromo for a suit of sails at the wharf Winter Harbor.","Winter Harbor",1885,3,-68.09811741,44.39116851
